0	-2.342297
1	-1.876376
2	-1.130115
3	-0.215064
4	0.016953
5	0.000000
6	0.149842
7	0.084299
8	0.400571
9	0.316297
10	0.738785
11	0.676082
12	1.145423
13	1.151913
14	1.656254
15	1.726402
16	2.299849
17	2.371480
18	3.063953
19	3.071826
20	3.923787
21	3.866650
22	4.856752
23	4.795999
24	5.864966
25	5.852435
26	6.982703
27	7.013420
28	8.240147
29	8.271050
