0	-2.068926
1	-1.431614
2	-0.829751
3	-0.320706
4	-0.027191
5	0.000000
6	0.060165
7	0.078160
8	0.297021
9	0.303387
10	0.649034
11	0.650889
12	1.103394
13	1.104006
14	1.654314
15	1.654715
16	2.298640
17	2.299034
18	3.034632
19	3.035011
20	3.862012
21	3.862350
22	4.783303
23	4.783585
24	5.806142
25	5.806361
26	6.943920
27	6.944076
28	8.214602
29	8.214700
