8	-1.382	-1.261	-1.153	-0.932	-1.293	-1.151	-0.929	0.000	10.428000	0.034000
10	-1.382	-1.261	-1.153	-0.936	-1.293	-1.151	-0.934	-0.624	13.803000	0.025000
12	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	7.085000	0.026000
14	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	9.466000	0.030000
16	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	12.604000	0.036000
18	0.000	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	16.443000	0.041000
20	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	20.428000	0.044000
22	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	25.010000	0.051000
24	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	29.434000	0.055000
26	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	36.397000	0.064000
28	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	40.900000	0.070000
30	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	47.199000	0.080000
32	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	53.915000	0.088000
34	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	61.685000	0.097000
36	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	69.518000	0.111000
38	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	78.222000	0.122000
40	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	87.150000	0.132000
42	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	96.219000	0.145000
44	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	105.829000	0.151000
46	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	115.791000	0.170000
48	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	126.547000	0.178000
50	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	138.296000	0.203000
52	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	149.679000	0.210000
54	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	161.868000	0.231000
56	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	174.370000	0.242000
58	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	187.506000	0.265000
60	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	201.241000	0.279000
62	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	220.811000	0.313000
64	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	235.861000	0.330000
66	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	254.019000	0.352000
68	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	264.798000	0.361000
70	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	280.595000	0.396000
72	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	295.584000	0.408000
74	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	312.164000	0.453000
76	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	329.277000	0.451000
78	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	354.162000	0.504000
80	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	366.048000	0.505000
82	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	385.007000	0.567000
84	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	412.386000	0.576000
86	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	424.254000	0.628000
88	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	445.841000	0.635000
90	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	465.671000	0.676000
92	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	488.474000	0.696000
94	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	517.041000	0.761000
96	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	536.406000	0.770000
98	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	555.672000	0.837000
100	-1.382	-1.261	-1.153	-0.937	-1.293	-1.151	-0.934	-0.628	578.790000	0.841000
